Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name
,play,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
https://github.com/ImNtReal/ansible-role-epic_odb/blob/master/tasks/firewall_rules.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Set epic_firewall_short,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set epic_firewall_description,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set epic_firewall_ports,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Clear ufw ports line,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set ufw ports line,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add protocol to ufw ports line,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy {{ epic_firewall_short }} firewall rule,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy {{ epic_firewall_short }} firewall rule,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ansible-community/ansible-consul/blob/master/tasks/snapshot.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create snapshot systemd script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create snapshot agent config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Reload systemd,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create snaps storage folder,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openedx/configuration/blob/master/playbooks/roles/munin_node/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install OS packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Link munin-node iostat,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Link munin-node iostat-ios,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy munin iostat config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add source cidr,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart munin-mode,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/openstack-ansible-os_octavia/blob/master/tasks/octavia_install.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Record the installation method,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Refresh local facts to ensure the octavia section is present,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install distro packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install the python venv,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/debops/debops/blob/master/ansible/roles/dovecot/tasks/main_env.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Remove ferm 'debops-legacy-input-rules' file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openedx/configuration/blob/master/playbooks/ora_grading.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,Deploy the ORA Grading MFE Frontend,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
https://github.com/henrysher/fedora-infra-ansible/blob/master/roles/fedora-web/codecs/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Copy in the sync-labs cronjob,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy some config files for {{website}},#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/elasticluster/elasticluster/blob/master/elasticluster/share/playbooks/roles/easybuild/tasks/deps-RedHat.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install required dependencies of EasyBuild (RHEL-compatible),#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Install optional dependencies of EasyBuild (RHEL-compatible),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"Install ""filtered dependency"" software (RHEL-compatible)",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/liip/drifter/blob/master/provisioning/roles/gitlabci/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,install gitlab-ci.yml,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create ci scripts directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install run_tests.sh,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install gitlabci.sh,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install provisionbuild.dat,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/openstack-ansible-os_ceilometer/blob/master/tasks/ceilometer_install.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Record the installation method,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Refresh local facts to ensure the ceilometer section is present,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install distro packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Retrieve the constraints URL,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install the python venv,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/openstack-ansible-os_tempest/blob/master/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Gather variables for each operating system,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set tempest service specific variables,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather variables for source installs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather variables for distro installs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Flush handlers,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/clone.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Cloning barbican source repository for development,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/spantaleev/matrix-docker-ansible-deploy/blob/master/roles/custom/matrix-bridge-mautrix-slack/tasks/setup_uninstall.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Check existence of matrix-mautrix-slack service,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure matrix-mautrix-slack is stopped,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure matrix-mautrix-slack.service doesn't exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/girder/ansible-role-girder/blob/master/tasks/nodejs.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Add NodeJS PPA key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add NodeJS PPA,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install NodeJS package,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CentOS-PaaS-SIG/linchpin/blob/master/linchpin/provision/roles/openstack/tasks/provision_os_router.yml,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,"""deprovision os_router""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""provision os_router""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Append outputitem to topology_outputs""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/manala/ansible-roles/blob/master/roles/deploy/tasks/tasks/raw.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Tasks / Raw,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Tasks / Raw > {{ item.options | quote }},#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/IBM-Security/isam-ansible-roles/blob/master/create_reverseproxy/tasks/create_instance.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Get the activations on the appliance,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Configure Reverse Proxy,#,#,#,#,#,#,#,#,#,#,#,#,1,0
https://github.com/manala/ansible-roles/blob/master/roles/apt/tasks/sources_list.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Sources List > Template,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/QingCloudAppcenter/ansible-roles/blob/master/haproxy/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,install ppa tools,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install ppa,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install HAProxy,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add to svc group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy conf files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,link files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,update dir owner,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,disable haproxy auto start,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/manala/ansible-roles/blob/master/roles/supervisor/tasks/services.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Services > Services,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/2015-Middleware-Keynote/demo-ansible/blob/master/playbooks/group_setup.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,Setup groups,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,,wait for ssh,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add masters to requisite groups,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create group for first master,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add nodes to requisite groups,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/arillso/ansible.logrotate/blob/master/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,add OS specific variables,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, install logrotate packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create logrotate configuration file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, create logrotate application configuration files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,symlink for hourly rotation,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/roots/trellis/blob/master/roles/xdebug/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Include php{{ php_version }} related vars,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Xdebug,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Template the Xdebug configuration file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure 20-xdebug.ini is present,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Disable Xdebug CLI,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/ansible-collections-openstack/blob/master/ci/roles/security_group/tasks/rules.yml,,,1,0,0,1,0,0,0,0,0,0,#,#,#,#
,,Create security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create security group again,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete security group again,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Create security group without security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create security group without security group rules again,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete security group without security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create security group including security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create security group including security group rules again,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"Update security group with new set of security group rules, dropping egress rules for IPv4 and IPv6",#,#,#,#,#,#,#,#,#,#,#,#,1,1
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove all security group rules from security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Define set of additional security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Prepare existing security group rules for appending,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Flatten existing security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Append security group rules to security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Append security group rules to security group again,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create security group without security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Define dense representation of security group rules with multiple remote ip prefixes per rule,#,#,#,#,#,#,#,#,#,#,#,#,0,1
,,Convert dense representation into default representation of security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,1
,,Flatten security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update security group with set of security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ansible-ThoTeam/nexus3-oss/blob/master/tasks/nexus-restore.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,, Make sure nexus is stopped,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run all notified handlers now,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run restoration script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run all notified handlers now,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CenterForOpenScience/cos-ansible-base/blob/master/roles/docker-sentry/tasks/server.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Ensure docker sentry server directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy docker sentry sentry.conf.py file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart docker sentry server container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run docker sentry server container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/AtlasOfLivingAustralia/ala-install/blob/master/ansible/roles/postgresql/tasks/barman.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,setup apt,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Barman | Install Barman,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Barman | create /etc/barman.d,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Barman | deploy global configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,remove default cron to add log support,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,replace default cron to add log support,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Barman | Do a daily backup of all servers,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/manala/ansible-roles/blob/master/roles/deploy/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Setup,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Strategy,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unfinished,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Shared,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copied,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Writable - Dirs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Tasks,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Removed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Finalize,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Clean,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Post tasks,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/wunderio/WunderMachina/blob/master/playbook/roles/nfs_server/tasks/fdisk.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Check if partition named '/nfs-files' exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create partition to drive,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Format the partition in the secondary drive,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create temp mount point to copy files from current /nfs-files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy files from old /nfs-files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unmount temp mount and delete current /var/log,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create /nfs-files mount point and mount the partition,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get UUID of disk,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add automount for the drive,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/bluebanquise/bluebanquise/blob/master/collections/monitoring/roles/prometheus/tasks/server_ipmi_exporter.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,group <|> Add ipmi_exporter group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,user <|> Add ipmi_exporter user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Package <|> Install ipmi_exporter and freeipmi packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,template <|> Generate ipmi_exporter service file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,file <|> Create ipmi_exporter directories structure,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Template <|> Generate /etc/ipmi_exporter/ipmi_config.yml,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,meta <|> Run handler tasks,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,service <|> Manage ipmi_exporter service state,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ArkCase/arkcase-ce/blob/master/vagrant/provisioning/roles/pentaho-setup/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,pentaho user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Pentaho folders,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,enable logrotate for pentaho log folder if necessary,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create Pentaho database schemas,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ArdanaCLM/cobbler-ansible/blob/master/roles/cobbler/tasks/target-all-nodes.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,cobbler | target-all-nodes | Compute generic target list,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/starlingx/ansible-playbooks/blob/master/playbookconfig/src/playbooks/roles/migrate-platform-certificates-to-certmanager/migrate-certificates/tasks/get-certificates-summary.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Checking certificate in secret {{item.secret}},#,#,#,#,#,#,#,#,#,#,0,0,0,0
https://github.com/jpnewman/ansible-role-java/blob/master/tasks/oracle_archive_install.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create Oracle Java Install Directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Extract Oracle Java Tarball,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Oracle Java,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Link Oracle Java,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Unzip,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Extract Oracle Java JCE Zip File,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Oracle Java JCE,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openedx/configuration/blob/master/playbooks/roles/testcourses/tasks/import_course.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,check out testcourses,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,import testcourse,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/prune-images/tasks/prune_images.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Pruning Kolla images,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/starlingx/ansible-playbooks/blob/master/playbookconfig/src/playbooks/roles/rehome-subcloud/update-keystone-data/tasks/migrate_keystone_ids.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Update admin user id and project id in hieradata static.yaml,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Migrate keystone user IDs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Migrate keystone project IDs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Flush memcached,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart keystone service,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart affected services using sm,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart affected services using pmon,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Wait until services are restarted after changing keystone IDs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/senlin/tasks/clone.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Cloning senlin source repository for development,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/BCDevOps/platform-services/blob/master/tools/bots/ansible-webhook/scripts/tasks/pr_merge_and_close.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Merge Pull Request,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add comment to PR if merge is not successful,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Close Pull Request,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/manala/ansible-roles/blob/master/roles/prometheus/tasks/config.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Config > Directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Config > Template,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/devopsschool-training-notes/Ansible-astrazeneca-June-2020/blob/master/RajSelvaraj/rolesprj/projectnew/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install the httpd server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,start the httpd service,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Template httpd.conf.j2,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Template index.html.j2,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,This command will change the working directory to somedir/.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/openstack-ansible-os_trove/blob/master/tasks/trove_db_sync.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Perform a trove DB sync,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/plone/ansible.plone_server/blob/master/tasks/Debian.yml,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,Update packages via apt,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure required python2 packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure required python3 packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure required packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set virtualenv path,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure supervisor is started,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set supervisor service name,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set supervisor to start on boot in Xenial,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/trailofbits/algo/blob/master/roles/dns/tasks/freebsd.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install dnscrypt-proxy,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Enable mac_portacl,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ansible/ansible-zuul-jobs/blob/master/playbooks/ansible-security-trendmicro-deepsec-appliance/roles/tm-deepsec-aws-setup/tasks/main.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,"Ensure bash, OpenSSl, and libssl are the latest versions",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install psycopg2 python package for postgres,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Change psycopg2 dir permission to 0755,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove the postgresql package,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove pgsql directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install postgres 11 libs rpm from a remote file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create postgres data cluster,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Start postgres service,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create postgres DB,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create postgres User,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure local security method is changed to md5,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure local security method is changed to md5,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"add new configuration to ""pg_hba.conf""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart postgres service,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add silent properties config to dsm directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run the silent properties file via TM AWS manager script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure the PostgreSQL and TM agent and TM service is running,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get a Session ID,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get a request ID,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create and get the API KEY,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create temp file with API Key over appliance,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Collect the deepsec api key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Logout via session ID,#,#,#,#,#,#,#,#,#,#,#,#,0,0
